comment,replies,date,user_name
"Bueno primero quería comentarte que me encantan tus vídeos checho hay muy pocos youtubers que hacen contenido Financiero en Colombia y honestamente tú eres el que más me inspira confianza

Bueno dejando los chupamedias de lado quería comentar mi experiencia en tyba 

La verdad yo también Empecé con tu portafolio Pero cuando vi que iba perdiendo casi $100000 decidí retirarme y aceptar mi perdidas Por qué bueno que más podía hacer De todas formas podría recuperarlo trabajando así que decidir por algo de menos riesgo

Tyba habia sacado un fondo de inversión cerrada que dura de 18 meses y es parecido a un cdt con la diferencia de que la rentabilidad puede ser variable además de que también te pueden estar dando tus intereses cada cierto tiempo creo que cada 3 a 6 meses aproximadamente honestamente me ha gustado mucho esta inversion

Ahora ya lo diversifique entrando al tyba Pocket que es como un etf pero con valores colombianos la verdad tambien han salido muy buenos resultados de este asi que teniendo en cuenta esto ha ido bien

Pero no todo es color de rosa y honestamente NO pienso seguir en tyba por que? 


Simple en la parte que tú mencionaste lo de tu código de referido te bajaron a $2000 justamente porque al parecer tibas se puso un poco más quisquilloso con el tema de los códigos me explico antes para cada categoría en tiva dependiendo del dinero que metieras te daban ciertos códigos que podían ayudar a aumentar tu inversión pero actualmente esos códigos son muy lastimeros es decir te están pidiendo prácticamente que inviertas unos 5000000 o más para que te den al caso unos 15,000 o 12000 cuanto antes el monto era de al menos 1000600 para esa misma cantidad por eso mismo es que lo redujeron y esa fue una de las razones por la cual quiero sacar mis inversiones apenas pueda sin mencionar las comisiones que te cobra la aplicación para sacar tu dinero Honestamente puedo entenderlo porque es decir la aplicación vivía de tomar comisiones y todo eso Pero qué quitaron el programa de códigos La verdad sí fue una tremenda falló por parte de su aplicación sin mencionar que esta aplicación solo opera los 5 días de la semana si Son hábiles pero por ejemplo si hay un festivo ese día no habrá operación de dinero así que no podrás ganar dinero Aunque me he dado cuenta que en los días festivos después de esto tu inversión regularmente obtiene un mejor resultado que en el día anterior como si los dos se mezclarán me explico regularmente a mí me daría en unos $1500 diarios o la cantidad varía pero en ocasiones por ejemplo cuando hay un lunes festivo y obviamente la aplicación no opera al día siguiente te daban $5000 de ganancias no sé si eso sea por parte de la aplicación o simplemente porque tuvo un golpe de suerte o los mercados se recuperan de golpe en un festivo pero Honestamente Por el simple hecho de que cobren comisiones por retirar Además de que ya el sistema de códigos no sea tan eficiente Simplemente no me da motivo para seguir creo que en lo personal un cdt sería una mejor opción pues este son un poco más abiertos Pero bueno son solo opiniones pero aún así Considero que es una buena aplicación para invertir para principiantes y claro si no tienes una cuenta bancaria Así que en conclusión gracias al que leyó esto Qué pena que haya sido tanto texto pero quería dejar en claro mi opinión sobre mi experiencia en tyba espero les halla servido y gracias por tus videos checho sigue asi","['sabes que existen los ""."" y "","" no?', '@@zhamedzarama57 si pero no ae usarlos del todo ademas lo importante es que se entendio']",2023-07-13T19:27:20Z,@jonathansmithmorenocastelb1028
😭😭😭,[],2023-07-13T13:39:37Z,@EdwardYesidAguirre
Nunca le he visto sentido a este tema de jugar a dárselas de inversionista sabiendo que vendiendo productos por internet uno puede ganar mucho más dinero que ganarse así fuese 1 millón de pesos en un año o en un mes eso se puede ganar en un solo día vendiendo cualquier clase de productos ya sea por facebook o Mercado libre y no tener el dinero ahí perdiendo valor nunca le he visto sentido a ninguna plataforma de inversión la mejor inversión es vender productos comprarlos baratos y venderlos caros,[],2023-07-13T08:56:06Z,@Pixel_Go
😭😭,[],2023-07-13T02:59:30Z,@eduarandresrinconmorales5725
😭,[],2023-07-13T02:28:59Z,@blackkmanuel
Yo tengo tyba y me ha ido bien con inversiones de a poquitos. Adicional inverti en cdt con tyba y fue rentable cuando las tasas estaban altas.,[],2023-07-12T20:24:04Z,@lilianaoliveraportela1264
"Yo me retiré de Acciones Globales sin perdida ni ganancia, pero mi hermana sí está en rojo con un gran saldo negativo. Revisando la composición en la ficha técnica de junio, se invierte principalmente en el SPY y también en el VOO con distintas proporciones (31.55% y 20.71% respectivamente). Ambos ETF rastrean el S&P 500 lo que me parece poco práctico por la redundancia que genera con esa sobreexposición, además el SPY tiene unos gastos más altos que el VOO. La tercera posición es ocupada por el EZU (iShares MSCI Eurozone ETF) con un peso del 9.45%, el cual acumula un rendimiento del 16,93% YTD y 9,48% en 3 años. Los demás holdings no es hayan tenido mal desempeño en lo corrido del año como para generar tantas perdidas. Aquí en donde me pone a pensar que ese 2% cobrado por comisiones no se ve reflejado en el comportamiento del fondo y se podría decir que la gestión por parte de Tyba - Credicorp no está dando el resultado esperado. 😢",[],2023-07-12T18:37:28Z,@MrRicktube80
🥲,[],2023-07-12T15:31:54Z,@JefersonValencia_
Importante para los inversores que estan en Tyba entender que son inversiones a largo plazo 5 años o mas. Claro que los valores va a fluctuar. Si quieren ganancias tengan paciencia y constancia. Análisis a menos tiempo no son útiles. Si quieren ganar ya es mejor pasar a realizar operacion intradia con un riesgo voltilidad muy altos.,[],2023-07-12T13:52:34Z,@fer2053381
La clave son los fondos de bajo riesgo,[],2023-07-12T11:23:51Z,@CAROLINGEA
😭😭 yo se el secreto,[],2023-07-12T02:00:14Z,@Elalejofit15
Yo he invertido una cantidad muy muy muy pequeña semana tras semana en dos fondos y tybapocket. Ahorita mis ganancias están 800K pero alcanzaron a estar 1M. Es una muy buena plataforma que ofrece mucha diversificación.,[],2023-07-12T01:01:24Z,@sdcastaperez
Voy con Fondo de inversión. 2 metas y una inversión y va en positivo poco a poco,[],2023-07-12T00:18:55Z,@fredygaleano14
"Hola Checho, ¿podrias compartir el Excel que utilizas por favor?",[],2023-07-11T23:04:35Z,@jaimemoiane3142
,[],2023-07-11T20:40:13Z,@andresjimenez3649
Con tyba me a ido excelente,[],2023-07-11T16:55:05Z,@user-bk5ej1vp5s
😭😭😭😭 yo sé el secreto 😂,[],2023-07-11T16:49:18Z,@danielepedrazaa1412
😭por ahora no estoy en negativo checho.. yo tome un portafolio de los que ofrece Tyba y por ahora estamos en positivo.. Buena Vibra Checho!,['Genial!'],2023-07-11T16:13:10Z,@alejandroparrado
😭😭😭😭😭😭😭😭,[],2023-07-11T15:50:13Z,@pedrosanches05
Viva la 🫓,[],2023-07-11T15:49:53Z,@pedrosanches05
💷,[],2023-07-11T15:48:41Z,@pedrosanches05
💸,[],2023-07-11T15:48:33Z,@pedrosanches05
Actualización,[],2023-07-11T15:48:24Z,@pedrosanches05
😢,[],2023-07-11T15:22:44Z,@yohancamayo7821
"Checho, en Trii hay algunas acciones muy buenas sobre todo en cuanto a los dividendos, la que más paga es la de Ecopetrol👌🏻",[],2023-07-11T14:14:12Z,@juandavidnaranjo386
😭😭😭😭,[],2023-07-11T14:01:01Z,@tatyhoyos
"Tengo CDT y Tyba Pocket, me ha gustado, me siento cómoda con la plataforma y esos dos produtos. Para algo más arriesgado eligiria productos de otras plataformas. Gracias por compartir, quedamos a la espera de tus siguientes videos. ¡Éxitos!",['Hola 👋 q app usarías puedes compartir la información por favor 😉'],2023-07-11T14:00:12Z,@tatyhoyos
😢😢,[],2023-07-11T13:49:47Z,@davidordonez8269
"He invertido en tyba pocket y me ha ido muy bien, en el automático que es renta fija. Tiene buen comportamiento 👍 ya pasé los 300 mil en ganancia en 7 meses.",['Cómo invertiste semanal o mensualmente?'],2023-07-11T13:44:24Z,@ancizarvallejo8456
"Tyba es La peor opción, tuve una importante suma de dinero allí por varios meses, en varios portafolios y ninguno me dió resultado, me quitaron dinero, para el reembolso se demoraron casi 15 días y para ingresar dinero 8 días. Es sencillamente una pesadilla, mejor me quedo con la fiducuenta de bancolombia y Checho, por favor, no recomiende esa basura. Gracias",['Cada uno habla de acuerdo a cómo le ha ido.  Lo que uno necesita es conocimiento y un poco de paciencia para saber en verdad como es que funcionan éstos fondos.  Personalmente gané buen dinero en acciones globales cuando estuvo subiendo el dólar al comienzo de año;  tomé ganancias y abrí otros fondos pero ésta vez no me ha ido tan bien pero sé que cuando haya subidas del dólar ahí veré reflejadas mis ganancias.\nLo mejor es Invertir en éste fondo cuando esté en negativo.'],2023-07-11T13:10:29Z,@jairoandresecheverriuribe2083
"Ayer estábamos hablado con mi esposa de TYBA, y nos causo mucha curiosidad que hoy veamos tu vídeo! Y nosotros sabemos el secreto...",['Excelente!'],2023-07-11T13:04:59Z,@danielizasarincon5743
😢😢,[],2023-07-11T12:39:38Z,@monicacastro3812
😭 una carita de aprendizaje y estamos igual pero se cuando el mercado se estabilice va a dar muchas ganancias.,[],2023-07-11T12:38:46Z,@victoralfonsopenabaquero508
"No me gustó, consignas y efectivo 3 días después,  para retirar fueron 10 días y solo eran 250mil, como será con un millón o más","['En realidad el tiempo de espera para recibir un retiro de una inversión es bastante alto.  Ojalá mejoren esa parte, porque embolatan mucho el dinero']",2023-07-11T11:38:32Z,@manueleduardocarrenosandov6561
Sé el secreto. 😢😢😢,[],2023-07-11T11:20:38Z,@saradiaz4165
😭,[],2023-07-11T11:07:35Z,@FrankDuban
😢,[],2023-07-11T10:33:50Z,@25Canoso
"Mi experiencia con Tyba ha sido mala, llevo más de un año con una inversión de algo más de 3 millones y en ningún momento la he visto con saldo positivo, siempre está en negativo, mi dinero está en arcelado ya que si me retiro estaría perdiendo más de 500 mil pesos además de todo el tiempo que lleva el dinero ahí. 😭",[],2023-07-11T04:15:25Z,@NuFZ16
"Buen video, Checho. Tu presentimiento sobre el mercado americano fue bueno, ya que el S&P 500 ha tenido una rentabilidad YTD del +15,35%, y el NASDAQ-100 ha rentado YTD un +38,51%.Tengan en cuenta su perfil de riesgo, ya que no es lo mismo invertir en un fondo de renta fija que en uno de renta variable. También es importante saber la composición del fondo y su exposición a diferentes mercados. Si el fondo de acciones globales que elegiste en Tyba, tiene mayor exposición en el mercado americano, te aconsejaría mantenerlo; la volatilidad es algo normal, y se requiere del largo plazo para volver a la media. Pero más allá de un fondo de inversión colectivo, te recomiendo un ETF que rastree un índice. Saludos.",['Otro factor importante es que lo liquida en COP y ha estado bajando el dólar con relación al COP. Ese es el efecto que se ve. Si observa las gráficas que envían en los informes semanales de Tyba se aprecia el S&P500 subiendo y Acciones Globales bajando.'],2023-07-11T03:15:07Z,@AndresFelipeInvestor
El que no vaya ganando en la bolsa este 2023 está llevado del Pt@s,[],2023-07-11T02:54:00Z,@ricardoandresnietogomez7960
"Hola Checho una pregunta: es necesario tener que seguir aumentando paulatinamente el dinero eun fonde de inversion colectiva? Es decir, si meto 500 mil es necesario aumentarlo como hiciste en tyba o se deja alli y que pase lo que pase.  Te lo pregunto por buscar la mejor estrategia","['No es necesario que aumente em valor, es decisió suya, opcional. Piede abrirlo con una parte de lo que tiene y si quiere luego le aumenta, o solo lo deja asi', '@@jhonestebanramirezquintana8918 muchas gracias', 'En mi corta experiencia y si me lo permiten, la mejor forma de ahorrar en Tyba es aumentar constantemente el capital y cuando está en pérdida como es el caso de las acciones globales, con más razón lo mejor es ingresar más dinero para que en el momento en que el dólar empiece a subir nuevamente, tomemos mejores ganancias', '@@luzamy7490 sí eso he escuchado, no sé si realmente así funcione pero muchos comentan esa estrategia']",2023-07-11T02:48:07Z,@macromegalico
Yo me quedé esperando las acciones y los etfs le tenía bastante fé porque es fácil tiene buen servicio y las comisiones pues son bastante bajas pero se está quedando muy atrás para una plataforma de inversión,[],2023-07-11T02:31:26Z,@sergioalarcon8236
😭😭😭😭 por la desvalorización.  Imposible que de aquí a dos años sigamos en negativo,[],2023-07-11T02:21:45Z,@danielalexander6255
"Saludos, a mí me ha ido bien, poco dinero en Tyba y creciendo de a poco con dos portafolios y con Pocket",[],2023-07-11T02:18:36Z,@daviddiazdinamita6564
"Pero la gente que califica fondos por su desempeño en unos meses en verdad no sabe de lo que habla. Lo primero es tener gestion de riesgo y tener claro cuando espera uno retirar rendimientos (meses, años, décadas) pero si uno en verdad sabe lo que hace, si un fondo cae es ahí cuando hay que meterle más plata. 

Y si uno no quiere invertir más al menos es mejor como dices, que no has perdido dinero aún sino dejar esas inversiones un tiempo.. recordando 1ro lo anterior, que se tuvo gestión de riesgo y que se hizo una buena compra en principio.",[],2023-07-11T02:17:55Z,@ronaldpena1589
Leo el titulo y yo recien me animo a invertir dinero en tyba T_T,['Jaja mira el video completo'],2023-07-11T02:13:49Z,@estebannieva8890
"A mi me ha ido muy bien con tyba. Afortunadamente el de acciones globales lo abrí de último y casi no le invertí, siempre esta negativo, pero el otro con el que inicie (creo que es renta fija global) tiene buen porcentaje","['Obvio, por la inflación.. los intereses estaban en las nubes. Y la renta fija dió rendimientos que van a quedar en la historia ❤ que piensas hacer para este 2024..']",2023-07-11T02:02:37Z,@felipecharmed
Yo sé el secreto 😅😅😅 ps esperar a que suba de nuevo no hay de otra.,[],2023-07-11T01:57:00Z,@alexandraramirez5419
"Excelente video, yo me puse en la tarea de invertir lo mínimo en todas la opciones( $ 5.000 ) y de hacer aportes cada cierto tiempo realizando seguimiento a mis inversiones en conjunto a un seguimiento diario de si subía o bajaba , el resultado de  mi observación es que el fondo de alta liquidez siempre tiende a subir algo al día como invertí en un inicio poco llego a subir 1 o hasta 3 pesos por día sin problemas, ´por otro lado el fondo de renta fija Colombia y deuda corporativa son fondos que tienen una tendencia a subir o bajar pero en comparativa semanalmente se ve a la alza. entonces esos serian los fondos que recomiendo
los demás fondos han estado fluctuando mucho y en el periodo en el que realice la prueba se vio caída del dólar de hay que los fondos enfocados en esta divisa se vean a la pedida (renta fija global, dólar efectivo y acciones globales), tambien di la oportunidad de invertir en el nuevo fondo de inovación latam pero la verdad asi como tiende a subir tiende a bajar por ende decidi  redirigir los recursos a las tres que mencione al inicio.
Algo mas para aportar es que la aplicación ya tiene habilitada la opción de cambiar inversión el proceso se demora aproximadamente 10 días hábiles.",[],2023-07-11T01:51:04Z,@javierespejo3786
"Quiero invertir en el fondo de inversión colectiva pero colocarlo que ellos inviertan pero estoy dudoso, alguien ha invertido hay y como les ha ido",['Super! 2023 fue el año de la renta fija por los altos intereses por la inflación.. lastimo no pude invertir un capital mayor 😭'],2023-07-11T01:46:29Z,@edwinmoreno350
Yo sé el secreto,['😭'],2023-07-11T01:42:59Z,@sebasf.3484
😭,[],2023-07-11T01:13:06Z,@JoseD
Yo sé el Secreto,[],2023-07-11T01:09:31Z,@Diegou24
😭😭,[],2023-07-11T00:42:53Z,@alvaroa.p.1497
"Que más Checho. Acciones globales está en perdidas por la devaluación del dólar ante el peso. Sp&500 en máximos, nasdad en máximos, pero por el dólar bajo, están en perdidas. Saludos!",[],2023-07-11T00:40:30Z,@alvaroa.p.1497
"Yo al contario, mientras mas caiga ese fondo, y los ETFs subyacentes mas compro. es literal el mercado en descuento.","['Entiendo ese riesgo ,pero a largo plazo ?', '@@juanestebansanchezsalinas5190 Sí ese fondo forma parte de mi estrategia a muy largo plazo, hablo de más de 20 años']",2023-07-11T00:09:47Z,@John10GnR
"Hola Checho, ¿podrias compartir el Excel que utilizas?",['@ChechoPlus'],2023-07-10T23:59:27Z,@jhonsgarciai6166
Yo se el secreto suscribete 😂😂😂😂😂😂😂,[],2023-07-10T23:50:49Z,@davidacuna528
"Yo llevo invirtiendo en Tyba mas de un año, empece con el fondo de inversion #8 y #3, poco a poco he ido ingresando  $100.000, luego empece a invertir en acciones globlales, dure como 4 meses todo en positivio, pero el fondo #8 y acciones globales poco a poco fueron bajando, el de acciones es muy volatil, asi que cerre el fondo #8 con una perdida de 3 mil pesos y pase ese dinero a los demas fondos, el fondo #3 siempre ha estado en positivo y sube poco a poco, tambien llevo varios meses con Tyba pocket y me ha ido muy bien, sube poco a poco pero constante, y el de acciones sigue en negativo pero no es mucho, porque los otros dos fondos van en buena ganancia.",[],2023-07-10T23:49:40Z,@TheDaniel751
"Yo estoy con Tyba Pocket y me ha ido bien, e ha ganado al IPC de los últimos meses. Veré si este mes elijo uno de los portafolios que me recomienda la app.",[],2023-07-10T23:49:02Z,@nebiros9613
"Tyba cómo plataforma se ha quedado mucho, le faltan las gráficas de análisis, no se sabe bien cómo ha evolucionado la inversión en el tiempo. Los portafolios ya no tienen acceso a las fichas técnicas. La verdad que no se ve mucho crecimiento. Ojalá hablara sobre esto y sobre tiempos de inversión periódica, si es bueno invertir semanal o mensualmente en una plataforma cómo está.","['😂 quien sabe que clase app usas, porque yo la uso. y todo lo que dices, sale ahí. Deja de hablar basura', '@@user-gr6rp2zd5m tyba a cambiado. Hace 5 meses no era ""hablar basura"" quitaron muchas de las cosas que comentaba. Han vuelto a colocarlas en algunos tipos de inversión. \n\nCon todo respeto antes de comentar revisa el contexto y tiempo antes de responder con bobadas.', '\u200b@@user-ug6cp6fm3v busca videos de Juan David (puedes invertir en hapi o etoro)']",2023-07-10T23:48:09Z,@tibambre
😂,[],2023-07-10T23:47:27Z,@ricardoleonescobarospina8175
"Mantengo renta fija local, lo demás lo cerré para pasarlo a Trii","['En que vas invertir en trii en fondos ayudame ami me esta llendo mal en tyba', '@@juanmiguelyepessuarez6512 Trii tiene en este momento 2 fondos activos, 1 a 6 meses y otro a la vista.  Dan buena rentabilidad...']",2023-07-10T23:46:39Z,@ricardoleonescobarospina8175
Yo sé el secreto. FICs Trii,[],2023-07-10T23:44:37Z,@ricardoleonescobarospina8175
"😢😢😢
😅 Ese título si estuvo como amarillista jajaj pero bueno 

Yo si estoy en tyba y buenoo 
Quiero insights y trii también 💥",[],2023-07-10T23:35:29Z,@sbr6338
Tremendo clickbait ese titulo 😭,[';)'],2023-07-10T23:30:29Z,@Damsuper80
"Acciones globales está terrible. A mí me pasó igual, dizque pérdidas de más del 40% el mes pasado. Me tienen el portafolio arruinado con esas cifras. Y lo peor es que estás perdidas arrastran las ganancias de otros medios de inversión.",[],2023-07-10T23:28:08Z,@adrianach8449
Pues yo he invertido y no me ha ido mal jajaja. Clave es saber el perfil de riesgo y escoger bien donde invertir. Checho invierte con un perfil de riesgo alto entonces no se me hace raro que por ahora hayan pérdidas pero creo que con el tiempo va terminar ganando dinero.,"['+1', 'X2']",2023-07-10T23:24:08Z,@SantiagoPirateque
Tyba esta bueno en nomas los cdts,[],2023-07-10T23:23:12Z,@KILLNOOBS210
Jajajaja. Que bueno ver los videos actualizados de esta inversión Tyba,[],2023-07-10T23:20:40Z,@Stevenhernandez93
Yo se el secreto - llegué,[],2023-07-10T23:20:31Z,@VargasGarrido
"Yo invertí en tyba pocked y solo he generado 1000 pesos en 2 meses :(
Con una inversión de 100mil",['Uy sera que me salve en no invertirle? Te lo juro que ya iba a invertir ahora que estaba viendo unos videos y me salio este que es de hace minutos xD'],2023-07-10T23:07:41Z,@user-dr3fl7so4h
Jajajaja ya estaba por invertir 100 mil para probar,"['Sabiendo en que fondo sería buenísimo. Mi recomendación es seguir la aplicación, ella brinda un perfil de acuerdo a una pequeña encuesta que hace, yo abrí a mediados de febrero un fondo además  de lo que ya tenía e invertí 100mil  y con solo eso ha generado ya como 7 mil pesos, puede parecer poco pero hay que recordar que esto no es a corto plazo y la idea es probar pues hasta el momento no he tenido números rojos.']",2023-07-10T23:07:28Z,@dastangme230
Wenas,[],2023-07-10T23:01:23Z,@CristianLopez-cy2zx
¿Vale la Pena Invertir en Tyba? Sigue el mes a mes aquí: https://www.youtube.com/playlist?list=PLaB1PgOHuS6ljQq6z2bMkL-VwutRsJbnG,[],2023-07-10T01:26:20Z,@FinanzasPlus
"Usa el código SER523342 y obtén $ 2,000 COP en tu primera inversión!https://tybaco.page.link/83p3","['Viejo era 20k', 'Joder lo bajaron 😢', '😂😂😂😂😂😂']",2023-07-10T01:21:48Z,@FinanzasPlus
